POSTCODE,PC_NAME,PC_TYPE,PA_NAME,PA_FIPS,CITY_TOWN,COUNTY,AREA_SQMI,zipcodenum,PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,ADONA,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType,ZIPCODE
"2138",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,3.02587488,"2138",,,,,,,,,,,,,,,,,,,,,,,,,
"2494",NEEDHAM HEIGHTS,NON UNIQUE,NEEDHAM HEIGHTS,"44175","NEEDHAM, TOWN OF",NORFOLK,3.01547389,"2494",MA3199000,NEEDHAM WATER DEPT,L,"3",Charles River WTP,GW,"10030",Entry Point to Dist. System,EP,,,2024/01/17 00:00:00,35854670003SE1,PFOS,0.004,µg/L,EPA 533,=,0.005,SE1,AM,"1",MA,,"2494"
"2467",CHESTNUT HILL,NON UNIQUE,CHESTNUT HILL,"13625","BROOKLINE, TOWN OF",NORFOLK,2.98456672,"2467",,,,,,,,,,,,,,,,,,,,,,,,,
"2125",DORCHESTER,NON UNIQUE,DORCHESTER,"17090",BOSTON,SUFFOLK,2.9695764,"2125",,,,,,,,,,,,,,,,,,,,,,,,,
"1223",BECKET,NON UNIQUE,BECKET,"04510","BLANDFORD, TOWN OF",HAMPDEN,2.93063789,"1223",,,,,,,,,,,,,,,,,,,,,,,,,
"2127",SOUTH BOSTON,NON UNIQUE,SOUTH BOSTON,"63200",BOSTON,SUFFOLK,2.56215814,"2127",,,,,,,,,,,,,,,,,,,,,,,,,
"1151",INDIAN ORCHARD,NON UNIQUE,INDIAN ORCHARD,"32100",SPRINGFIELD,HAMPDEN,2.56179187,"1151",,,,,,,,,,,,,,,,,,,,,,,,,
"2135",BRIGHTON,NON UNIQUE,BRIGHTON,"08330",BOSTON,SUFFOLK,2.53017277,"2135",,,,,,,,,,,,,,,,,,,,,,,,,
"2171",QUINCY,NON UNIQUE,QUINCY,"55745",QUINCY,NORFOLK,2.5215007,"2171",,,,,,,,,,,,,,,,,,,,,,,,,
"2032",EAST WALPOLE,NON UNIQUE,EAST WALPOLE,"20730","WALPOLE, TOWN OF",NORFOLK,2.25608698,"2032",MA4307000,WALPOLE WATER DEPT,L,"58",Edward J. Delaney WTP,GW,"10355",Entry Point to Dist. System,EP,,,2024/02/07 00:00:00,L2406618-01,PFOS,0.004,µg/L,EPA 533,=,0.004,SE2,AM,"1",MA,,"2032"
"2670",WEST DENNIS,NON UNIQUE,WEST DENNIS,"75820","DENNIS, TOWN OF",BARNSTABLE,2.2505835,"2670",,,,,,,,,,,,,,,,,,,,,,,,,
"2659",SOUTH CHATHAM,NON UNIQUE,SOUTH CHATHAM,"63515","CHATHAM, TOWN OF",BARNSTABLE,2.22489917,"2659",,,,,,,,,,,,,,,,,,,,,,,,,
"2476",ARLINGTON,NON UNIQUE,ARLINGTON,"01640","ARLINGTON, TOWN OF",MIDDLESEX,2.15110683,"2476",,,,,,,,,,,,,,,,,,,,,,,,,
"2120",ROXBURY CROSSING,NON UNIQUE,ROXBURY CROSSING,"58510",BOSTON,SUFFOLK,0.66067031,"2120",,,,,,,,,,,,,,,,,,,,,,,,,
"2141",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,0.65065276,"2141",,,,,,,,,,,,,,,,,,,,,,,,,
"1434",DEVENS,NON UNIQUE,DEVENS,"16840","AYER, TOWN OF",MIDDLESEX,0.64302673,"1434",,,,,,,,,,,,,,,,,,,,,,,,,
"2462",NEWTON LOWER FALLS,NON UNIQUE,NEWTON LOWER FALLS,"45665",NEWTON,MIDDLESEX,0.58695824,"2462",,,,,,,,,,,,,,,,,,,,,,,,,
"2467",CHESTNUT HILL,NON UNIQUE,CHESTNUT HILL,"13625",BOSTON,SUFFOLK,0.53184772,"2467",,,,,,,,,,,,,,,,,,,,,,,,,
"1350",MONROE BRIDGE,PO BOX,MONROE BRIDGE,"42075","MONROE, TOWN OF",FRANKLIN,1.98926194,"1350",,,,,,,,,,,,,,,,,,,,,,,,,
"2458",NEWTON,NON UNIQUE,NEWTON,"45560",NEWTON,MIDDLESEX,1.97041616,"2458",,,,,,,,,,,,,,,,,,,,,,,,,
"1080",THREE RIVERS,NON UNIQUE,THREE RIVERS,"69730","PALMER, TOWN OF",HAMPDEN,1.5268771,"1080",,,,,,,,,,,,,,,,,,,,,,,,,
"2150",CHELSEA,NON UNIQUE,CHELSEA,"13205",CHELSEA,SUFFOLK,2.21853235,"2150",,,,,,,,,,,,,,,,,,,,,,,,,
"1338",BUCKLAND,NON UNIQUE,BUCKLAND,"09560","BUCKLAND, TOWN OF",FRANKLIN,2.17759209,"1338",,,,,,,,,,,,,,,,,,,,,,,,,
"1610",WORCESTER,NON UNIQUE,WORCESTER,"82000",WORCESTER,WORCESTER,2.16157829,"1610",,,,,,,,,,,,,,,,,,,,,,,,,
"2445",BROOKLINE,NON UNIQUE,BROOKLINE,"09210","BROOKLINE, TOWN OF",NORFOLK,2.50194438,"2445",,,,,,,,,,,,,,,,,,,,,,,,,
"1902",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,2.39287545,"1902",,,,,,,,,,,,,,,,,,,,,,,,,
"2562",SAGAMORE BEACH,NON UNIQUE,SAGAMORE BEACH,"59000","BOURNE, TOWN OF",BARNSTABLE,2.38797825,"2562",,,,,,,,,,,,,,,,,,,,,,,,,
"2725",SOMERSET,NON UNIQUE,SOMERSET,"62465","SOMERSET, TOWN OF",BRISTOL,2.38139817,"2725",,,,,,,,,,,,,,,,,,,,,,,,,
"2122",DORCHESTER,NON UNIQUE,DORCHESTER,"17090",BOSTON,SUFFOLK,1.46751676,"2122",,,,,,,,,,,,,,,,,,,,,,,,,
"2460",NEWTONVILLE,NON UNIQUE,NEWTONVILLE,"45735",NEWTON,MIDDLESEX,1.39441911,"2460",,,,,,,,,,,,,,,,,,,,,,,,,
"2744",NEW BEDFORD,NON UNIQUE,NEW BEDFORD,"45000",NEW BEDFORD,BRISTOL,1.39227048,"2744",,,,,,,,,,,,,,,,,,,,,,,,,
"1029",EAST OTIS,PO BOX,EAST OTIS,"20240","OTIS, TOWN OF",BERKSHIRE,0.02061906,"1029",,,,,,,,,,,,,,,,,,,,,,,,,
"1074",SOUTH BARRE,PO BOX,SOUTH BARRE,"62920","BARRE, TOWN OF",WORCESTER,0.01049869,"1074",,,,,,,,,,,,,,,,,,,,,,,,,
"1607",WORCESTER,NON UNIQUE,WORCESTER,"82000",WORCESTER,WORCESTER,2.56402386,"1607",MA2186000,"AQUARION WATER COMPANY, MILLBURY",S,218600001G,MILLBURY AVE DUG WELL (24 WIDE),GU,01G,TREATED: MILLBURY AVENUE WELL,EP,,,2023/09/26 00:00:00,107789P,PFOS,0.004,µg/L,EPA 533,=,0.0057,SE3,AM,"1",MA,,"1607"
"1105",SPRINGFIELD,NON UNIQUE,SPRINGFIELD,"67000",SPRINGFIELD,HAMPDEN,1.32177084,"1105",,,,,,,,,,,,,,,,,,,,,,,,,
"1731",HANSCOM AFB,NON UNIQUE,HANSCOM AFB,"28425","LINCOLN, TOWN OF",MIDDLESEX,1.22079065,"1731",,,,,,,,,,,,,,,,,,,,,,,,,
"1003",AMHERST,NON UNIQUE,AMHERST,"01290","AMHERST, TOWN OF",HAMPSHIRE,1.21272454,"1003",,,,,,,,,,,,,,,,,,,,,,,,,
"2553",MONUMENT BEACH,PO BOX,MONUMENT BEACH,"42670","BOURNE, TOWN OF",BARNSTABLE,0.11848982,"2553",,,,,,,,,,,,,,,,,,,,,,,,,
"2357",STONEHILL COLLEGE,UNIQUE ORGANIZATION,NORTH EASTON,"47625","EASTON, TOWN OF",BRISTOL,0.11141458,"2357",,,,,,,,,,,,,,,,,,,,,,,,,
"2113",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.08990889,"2113",,,,,,,,,,,,,,,,,,,,,,,,,
"2557",OAK BLUFFS,PO BOX,OAK BLUFFS,"50425","OAK BLUFFS, TOWN OF",DUKES,0.08250296,"2557",,,,,,,,,,,,,,,,,,,,,,,,,
"1718",ACTON,NON UNIQUE,ACTON,"00345","ACTON, TOWN OF",MIDDLESEX,0.08209838,"1718",MA2002000,ACTON WATER SUPPLY DISTRICT,L,"32",South Acton WTP,GU,MULT14,Entry Point to the Distribution System,EP,,,2023/12/06 00:00:00,810-87135-1,PFOS,0.004,µg/L,EPA 533,=,0.0047,SE4,AM,"1",MA,,"1718"
"1082",WARE,NON UNIQUE,WARE,"72845","PALMER, TOWN OF",HAMPDEN,0.07826961,"1082",,,,,,,,,,,,,,,,,,,,,,,,,
"2661",SOUTH HARWICH,PO BOX,SOUTH HARWICH,"64320",HARWICH,BARNSTABLE,0.07151371,"2661",,,,,,,,,,,,,,,,,,,,,,,,,
"1242",LENOX DALE,PO BOX,LENOX DALE,"35040","LENOX, TOWN OF",BERKSHIRE,0.07046471,"1242",,,,,,,,,,,,,,,,,,,,,,,,,
"1438",EAST TEMPLETON,PO BOX,EAST TEMPLETON,"20590","TEMPLETON, TOWN OF",WORCESTER,0.0500023,"1438",,,,,,,,,,,,,,,,,,,,,,,,,
"2672",WEST HYANNISPORT,PO BOX,WEST HYANNISPORT,"76590",BARNSTABLE,BARNSTABLE,0.04693204,"2672",,,,,,,,,,,,,,,,,,,,,,,,,
"2144",SOMERVILLE,NON UNIQUE,SOMERVILLE,"62535",SOMERVILLE,MIDDLESEX,1.17562354,"2144",,,,,,,,,,,,,,,,,,,,,,,,,
"2140",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,1.15594951,"2140",,,,,,,,,,,,,,,,,,,,,,,,,
"2121",DORCHESTER,NON UNIQUE,DORCHESTER,"17090",BOSTON,SUFFOLK,1.12853663,"2121",,,,,,,,,,,,,,,,,,,,,,,,,
"2118",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,1.1211804,"2118",,,,,,,,,,,,,,,,,,,,,,,,,
"1128",SPRINGFIELD,NON UNIQUE,SPRINGFIELD,"67000",SPRINGFIELD,HAMPDEN,1.10318163,"1128",,,,,,,,,,,,,,,,,,,,,,,,,
"1009",BONDSVILLE,PO BOX,BONDSVILLE,"06400","PALMER, TOWN OF",HAMPDEN,0.04152232,"1009",,,,,,,,,,,,,,,,,,,,,,,,,
"1063",SMITH COLLEGE,UNIQUE ORGANIZATION,NORTHAMPTON,"46330",NORTHAMPTON,HAMPSHIRE,0.03725573,"1063",,,,,,,,,,,,,,,,,,,,,,,,,
"1561",SOUTH LANCASTER,PO BOX,SOUTH LANCASTER,"64460","LANCASTER, TOWN OF",WORCESTER,0.0359069,"1561",,,,,,,,,,,,,,,,,,,,,,,,,
"2151",REVERE,NON UNIQUE,REVERE,"56585",EVERETT,MIDDLESEX,0.0341638,"2151",,,,,,,,,,,,,,,,,,,,,,,,,
"2047",HUMAROCK,PO BOX,HUMAROCK,"31715","SCITUATE, TOWN OF",PLYMOUTH,0.03041975,"2047",,,,,,,,,,,,,,,,,,,,,,,,,
"2746",NEW BEDFORD,NON UNIQUE,NEW BEDFORD,"45000",NEW BEDFORD,BRISTOL,2.09587378,"2746",,,,,,,,,,,,,,,,,,,,,,,,,
"1908",NAHANT,NON UNIQUE,NAHANT,"43615","NAHANT, TOWN OF",ESSEX,1.09572321,"1908",,,,,,,,,,,,,,,,,,,,,,,,,
"2791",WESTPORT POINT,PO BOX,WESTPORT POINT,"77640","WESTPORT, TOWN OF",BRISTOL,1.01417631,"2791",,,,,,,,,,,,,,,,,,,,,,,,,
"2641",EAST DENNIS,PO BOX,EAST DENNIS,"18840","DENNIS, TOWN OF",BARNSTABLE,0.97234354,"2641",,,,,,,,,,,,,,,,,,,,,,,,,
"2671",WEST HARWICH,NON UNIQUE,WEST HARWICH,"76450",HARWICH,BARNSTABLE,2.08610932,"2671",,,,,,,,,,,,,,,,,,,,,,,,,
"2467",CHESTNUT HILL,NON UNIQUE,CHESTNUT HILL,"13625",NEWTON,MIDDLESEX,1.62133133,"2467",,,,,,,,,,,,,,,,,,,,,,,,,
"2139",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,1.53884743,"2139",,,,,,,,,,,,,,,,,,,,,,,,,
"2071",SOUTH WALPOLE,NON UNIQUE,SOUTH WALPOLE,"65545","WALPOLE, TOWN OF",NORFOLK,0.96857856,"2071",MA4307000,WALPOLE WATER DEPT,L,"58",Edward J. Delaney WTP,GW,"10355",Entry Point to Dist. System,EP,,,2024/02/07 00:00:00,L2406618-01,PFOS,0.004,µg/L,EPA 533,=,0.004,SE2,AM,"1",MA,,"2071"
"1070",PLAINFIELD,NON UNIQUE,PLAINFIELD,"53995","WINDSOR, TOWN OF",BERKSHIRE,0.95620559,"1070",,,,,,,,,,,,,,,,,,,,,,,,,
"1965",PRIDES CROSSING,PO BOX,PRIDES CROSSING,"55325",BEVERLY,ESSEX,0.93371211,"1965",,,,,,,,,,,,,,,,,,,,,,,,,
"2210",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.90267044,"2210",,,,,,,,,,,,,,,,,,,,,,,,,
"2647",HYANNIS PORT,PO BOX,HYANNIS PORT,"31890",BARNSTABLE,BARNSTABLE,0.84202441,"2647",,,,,,,,,,,,,,,,,,,,,,,,,
"2468",WABAN,NON UNIQUE,WABAN,"72075",NEWTON,MIDDLESEX,1.49887466,"2468",,,,,,,,,,,,,,,,,,,,,,,,,
"1107",SPRINGFIELD,NON UNIQUE,SPRINGFIELD,"67000",SPRINGFIELD,HAMPDEN,1.4986343,"1107",,,,,,,,,,,,,,,,,,,,,,,,,
"1355",NEW SALEM,NON UNIQUE,NEW SALEM,"45455","NEW SALEM, TOWN OF",FRANKLIN,56.92362861,"1355",,,,,,,,,,,,,,,,,,,,,,,,,
"2347",LAKEVILLE,NON UNIQUE,LAKEVILLE,"33885","LAKEVILLE, TOWN OF",PLYMOUTH,36.14788827,"2347",,,,,,,,,,,,,,,,,,,,,,,,,
"1069",PALMER,NON UNIQUE,PALMER,"52070","PALMER, TOWN OF",HAMPDEN,31.2085051,"1069",,,,,,,,,,,,,,,,,,,,,,,,,
"1093",WHATELY,PO BOX,WHATELY,"79075","WHATELY, TOWN OF",FRANKLIN,1.53051749,"1093",,,,,,,,,,,,,,,,,,,,,,,,,
"2170",QUINCY,NON UNIQUE,QUINCY,"55745",QUINCY,NORFOLK,2.0251918,"2170",,,,,,,,,,,,,,,,,,,,,,,,,
"1031",GILBERTVILLE,NON UNIQUE,GILBERTVILLE,"25695","HARDWICK, TOWN OF",WORCESTER,7.22382569,"1031",,,,,,,,,,,,,,,,,,,,,,,,,
"1441",TYCO,UNIQUE ORGANIZATION,WESTMINSTER,"76975","WESTMINSTER, TOWN OF",WORCESTER,0.49357989,"1441",,,,,,,,,,,,,,,,,,,,,,,,,
"1260",SOUTH LEE,PO BOX,SOUTH LEE,"64530","LEE, TOWN OF",BERKSHIRE,0.48685094,"1260",,,,,,,,,,,,,,,,,,,,,,,,,
"1840",LAWRENCE,NON UNIQUE,LAWRENCE,"34550",LAWRENCE,ESSEX,0.48676949,"1840",,,,,,,,,,,,,,,,,,,,,,,,,
"2116",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.7936883,"2116",,,,,,,,,,,,,,,,,,,,,,,,,
"2115",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.77488959,"2115",,,,,,,,,,,,,,,,,,,,,,,,,
"2215",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.73594322,"2215",,,,,,,,,,,,,,,,,,,,,,,,,
"2464",NEWTON UPPER FALLS,NON UNIQUE,NEWTON UPPER FALLS,"45700",NEWTON,MIDDLESEX,0.48348335,"2464",,,,,,,,,,,,,,,,,,,,,,,,,
"2558",ONSET,PO BOX,ONSET,"51160","WAREHAM, TOWN OF",PLYMOUTH,0.46457327,"2558",,,,,,,,,,,,,,,,,,,,,,,,,
"1608",WORCESTER,NON UNIQUE,WORCESTER,"82000",WORCESTER,WORCESTER,0.44601513,"1608",,,,,,,,,,,,,,,,,,,,,,,,,
"2143",SOMERVILLE,NON UNIQUE,SOMERVILLE,"62535",SOMERVILLE,MIDDLESEX,1.49668349,"2143",,,,,,,,,,,,,,,,,,,,,,,,,
"2637",CUMMAQUID,PO BOX,CUMMAQUID,"15970",BARNSTABLE,BARNSTABLE,0.68515272,"2637",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000003G,GP WELL  3,GW,"10005",WELL #3 & WELL #4,EP,,,2023/10/17 00:00:00,110311R,PFOS,0.004,µg/L,EPA 533,=,0.0071,SE2,AM,"1",MA,,"2637"
"2199",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.7936883,"2199",,,,,,,,,,,,,,,,,,,,,,,,,
"2133",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.42602022,"2133",,,,,,,,,,,,,,,,,,,,,,,,,
"2203",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.18992141,"2203",,,,,,,,,,,,,,,,,,,,,,,,,
"2163",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.12133642,"2163",,,,,,,,,,,,,,,,,,,,,,,,,
"2126",MATTAPAN,NON UNIQUE,MATTAPAN,"07000",BOSTON,SUFFOLK,1.91306305,"2126",,,,,,,,,,,,,,,,,,,,,,,,,
"2723",FALL RIVER,NON UNIQUE,FALL RIVER,"23000",FALL RIVER,BRISTOL,1.84847218,"2723",,,,,,,,,,,,,,,,,,,,,,,,,
"2152",WINTHROP,NON UNIQUE,WINTHROP,"80965","WINTHROP, TOWN OF",SUFFOLK,1.79662941,"2152",,,,,,,,,,,,,,,,,,,,,,,,,
"2461",NEWTON HIGHLANDS,NON UNIQUE,NEWTON HIGHLANDS,"45630",NEWTON,MIDDLESEX,1.38859135,"2461",,,,,,,,,,,,,,,,,,,,,,,,,
"2145",SOMERVILLE,NON UNIQUE,SOMERVILLE,"62535",SOMERVILLE,MIDDLESEX,1.38051682,"2145",,,,,,,,,,,,,,,,,,,,,,,,,
"1850",LOWELL,NON UNIQUE,LOWELL,"37000",LOWELL,MIDDLESEX,1.37072858,"1850",,,,,,,,,,,,,,,,,,,,,,,,,
"2129",CHARLESTOWN,NON UNIQUE,CHARLESTOWN,"12645",BOSTON,SUFFOLK,1.35709143,"2129",,,,,,,,,,,,,,,,,,,,,,,,,
"1503",BERLIN,NON UNIQUE,BERLIN,"05455","BERLIN, TOWN OF",WORCESTER,13.16047963,"1503",,,,,,,,,,,,,,,,,,,,,,,,,
"2026",DEDHAM,NON UNIQUE,DEDHAM,"16530","DEDHAM, TOWN OF",NORFOLK,10.50881137,"2026",,,,,,,,,,,,,,,,,,,,,,,,,
"2114",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.42602022,"2114",,,,,,,,,,,,,,,,,,,,,,,,,
"1103",SPRINGFIELD,NON UNIQUE,SPRINGFIELD,"67000",SPRINGFIELD,HAMPDEN,0.40808293,"1103",,,,,,,,,,,,,,,,,,,,,,,,,
"2142",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,0.31911045,"2142",,,,,,,,,,,,,,,,,,,,,,,,,
"1901",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,0.28586272,"1901",,,,,,,,,,,,,,,,,,,,,,,,,
"2663",SOUTH WELLFLEET,PO BOX,SOUTH WELLFLEET,"65650","WELLFLEET, TOWN OF",BARNSTABLE,0.28517882,"2663",,,,,,,,,,,,,,,,,,,,,,,,,
"2111",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.28243222,"2111",,,,,,,,,,,,,,,,,,,,,,,,,
"1066",NORTH HATFIELD,PO BOX,NORTH HATFIELD,"48185","HATFIELD, TOWN OF",HAMPSHIRE,0.21951527,"1066",,,,,,,,,,,,,,,,,,,,,,,,,
"1094",WHEELWRIGHT,PO BOX,WHEELWRIGHT,"79180","HARDWICK, TOWN OF",WORCESTER,0.21098569,"1094",,,,,,,,,,,,,,,,,,,,,,,,,
"2532",BUZZARDS BAY,NON UNIQUE,BUZZARDS BAY,"10015","WAREHAM, TOWN OF",PLYMOUTH,2.11024061,"2532",,,,,,,,,,,,,,,,,,,,,,,,,
"2134",ALLSTON,NON UNIQUE,ALLSTON,"01150",BOSTON,SUFFOLK,1.34527948,"2134",,,,,,,,,,,,,,,,,,,,,,,,,
"2446",BROOKLINE,NON UNIQUE,BROOKLINE,"09210","BROOKLINE, TOWN OF",NORFOLK,1.32643741,"2446",,,,,,,,,,,,,,,,,,,,,,,,,
"2110",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.20934213,"2110",,,,,,,,,,,,,,,,,,,,,,,,,
"2020",BRANT ROCK,PO BOX,BRANT ROCK,"07840","MARSHFIELD, TOWN OF",PLYMOUTH,0.19287635,"2020",,,,,,,,,,,,,,,,,,,,,,,,,
"2108",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.18992141,"2108",,,,,,,,,,,,,,,,,,,,,,,,,
"1224",BERKSHIRE,NON UNIQUE,BERKSHIRE,"05315","LANESBOROUGH, TOWN OF",BERKSHIRE,0.18532068,"1224",,,,,,,,,,,,,,,,,,,,,,,,,
"2109",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.1757244,"2109",,,,,,,,,,,,,,,,,,,,,,,,,
"1745",FAYVILLE,NON UNIQUE,FAYVILLE,"23420","SOUTHBOROUGH, TOWN OF",WORCESTER,0.16674924,"1745",,,,,,,,,,,,,,,,,,,,,,,,,
"2350",MONPONSETT,PO BOX,MONPONSETT,"42005","HANSON, TOWN OF",PLYMOUTH,0.16547078,"2350",,,,,,,,,,,,,,,,,,,,,,,,,
"2763",ATTLEBORO FALLS,NON UNIQUE,ATTLEBORO FALLS,"02725","NORTH ATTLEBOROUGH, TOWN OF",BRISTOL,1.32583836,"2763",,,,,,,,,,,,,,,,,,,,,,,,,
"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
